fiber_no_support,poly_MonthlyCharges_service_adoption_score,total_charge_percentile,TotalCharges,MonthlyCharges,fiber_no_security,is_early_customer,has_fiber,charge_per_month,uses_electronic,paperless_no_auto,is_veteran_customer,is_loyal_customer,poly_service_adoption_score_charge_per_service,no_internet,is_low_charger,senior_month_to_month,service_adoption_pct,has_partner,has_auto_pay,is_one_year,Partner,young_family,service_adoption_score,PaperlessBilling,TechSupport,senior_alone,revenue_efficiency,has_family,trend_switch_carrier,OnlineSecurity,charge_above_median,SeniorCitizen,is_senior,has_dependents,is_single_service,Dependents,security_bundle,Churn_binary
0,0.0,0.17797813431776233,223.15,19.55,0,1,0,18.595833333333335,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1.0328627632492478,0,60.41,0,0,0,0,0,1,0,0,0
1,425.6,0.846798239386625,5127.95,106.4,0,0,1,106.83229166666666,1,1,0,0,85.12,0,0,0,0.6666666666666666,0,0,0,0,0,4,1,0,0,1.0252209204686311,0,60.41,0,1,0,0,0,0,0,2,1
0,49.4,0.38307539400823515,874.8,49.4,0,0,0,46.04210526315789,1,0,0,0,24.7,0,0,0,0.16666666666666666,0,0,0,0,0,1,0,0,0,0.9827005167378118,0,60.41,1,0,0,0,0,1,0,1,1
0,691.5,0.9423541104642907,6758.45,115.25,0,0,1,110.79426229508196,0,0,1,1,98.78571428571429,0,0,0,1.0,1,1,0,1,1,6,0,1,0,0.9772194910352805,1,60.41,1,1,0,0,1,0,1,3,0
0,0.0,0.5801505040465711,1874.3,24.8,0,0,0,25.675342465753424,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,1.0490876525243478,1,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.36135169672014766,791.15,19.9,0,0,0,19.77875,0,0,0,0,0.0,1,1,0,0.0,0,0,1,0,0,0,0,0,0,1.0180800411787416,0,60.41,0,0,0,0,0,1,0,0,0
1,162.5,0.8117279568365753,4639.45,81.25,0,0,1,77.32416666666667,0,0,0,1,54.166666666666664,0,0,0,0.3333333333333333,1,1,1,1,1,2,1,0,0,0.967610407216226,1,60.41,1,1,0,0,0,0,0,2,0
1,0.0,0.13630555161152919,143.9,69.95,1,1,1,47.96666666666667,0,0,0,0,0.0,0,0,0,0.0,1,0,0,1,1,0,0,0,0,1.021291696238467,1,60.41,0,0,0,0,1,1,1,0,0
1,0.0,0.06815277580576459,69.1,69.1,1,1,1,34.55,1,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0.985734664764622,0,60.41,0,0,1,1,0,1,0,0,1
1,180.4,0.5641062047422973,1776.55,90.2,1,0,1,84.59761904761905,1,1,0,0,60.13333333333333,0,0,0,0.3333333333333333,1,0,0,1,1,2,1,0,0,0.9842382271468144,1,60.41,0,1,0,0,1,0,1,0,1
1,187.1,0.2956126650575039,536.4,93.55,1,1,1,76.62857142857142,0,0,0,0,62.36666666666667,0,0,0,0.3333333333333333,0,1,0,0,0,2,1,0,0,0.9539391783745332,0,60.41,0,1,0,0,0,0,0,0,1
0,172.8,0.9122533011500781,6172.0,86.4,0,0,1,85.72222222222223,0,0,1,1,57.6,0,0,0,0.3333333333333333,0,1,0,0,0,2,1,1,0,1.0059653812302376,0,60.41,0,1,0,0,0,0,0,1,0
0,198.89999999999998,0.5320176061337498,1559.45,66.3,0,0,0,62.378,0,0,0,0,49.724999999999994,0,0,0,0.5,1,0,0,1,1,3,0,0,0,0.9794309760080393,1,60.41,1,0,0,0,0,0,0,3,0
1,189.3,0.9067158881158597,6079.0,94.65,1,0,1,89.3970588235294,0,0,1,1,63.1,0,0,1,0.3333333333333333,1,1,0,1,0,2,1,0,0,0.9584473122009286,1,60.41,0,1,1,1,0,0,0,0,0
1,80.85,0.09640778077523783,80.85,80.85,1,1,1,40.425,0,1,0,0,40.425,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,0.9877825290164935,0,60.41,0,1,0,0,0,1,0,0,1
1,82.05,0.7689904870083771,4029.95,82.05,1,0,1,82.2438775510204,0,1,0,1,41.025,0,0,0,0.16666666666666666,1,0,1,1,1,1,1,0,0,1.0229857338681019,1,60.41,0,1,0,0,1,1,1,0,1
0,216.29999999999998,0.6606559704671305,2658.4,72.1,0,0,0,69.9578947368421,0,0,0,0,54.074999999999996,0,0,0,0.5,1,0,1,1,1,3,0,1,0,0.9961404429122794,1,60.41,0,1,0,0,0,0,0,1,0
0,69.4,0.24378815845520374,383.55,34.7,0,1,0,31.962500000000002,0,0,0,0,23.133333333333336,0,1,0,0.3333333333333333,0,0,0,0,0,2,0,0,0,1.0022210608831983,0,60.41,0,0,0,0,0,0,0,2,0
0,0.0,0.05551611529177907,51.15,20.55,0,1,0,12.7875,0,0,0,0,0.0,1,1,0,0.0,1,1,0,1,1,0,1,0,0,0.8164405426975259,1,60.41,0,0,0,0,0,1,0,0,1
1,287.85,0.5597046713048417,1745.5,95.95,0,0,1,91.86842105263158,0,0,0,0,71.9625,0,0,0,0.5,1,1,0,1,1,3,1,0,0,1.0100688617556854,1,60.41,0,1,0,0,0,0,0,1,0
0,0.0,0.6187704103365044,2230.85,44.8,0,0,0,43.7421568627451,0,0,0,1,0.0,0,0,0,0.0,1,1,1,1,1,0,1,0,0,0.995470771976796,1,60.41,0,0,0,0,1,1,1,0,0
0,547.0,0.9646457475507596,7281.6,109.4,0,0,1,107.08235294117648,1,1,1,1,91.16666666666667,0,0,0,0.8333333333333334,1,0,1,1,1,5,1,1,0,0.9932885906040269,1,60.41,1,1,0,0,1,0,1,2,0
0,284.2,0.5741871361635666,1837.7,71.05,0,0,0,70.68076923076923,0,1,0,0,56.839999999999996,0,0,0,0.6666666666666666,1,0,0,1,1,4,1,1,0,1.034013222675482,1,60.41,1,1,0,0,0,0,0,2,0
1,78.55,0.14013914525060345,149.55,78.55,0,1,1,49.85,1,1,0,0,39.275,0,0,1,0.16666666666666666,0,0,0,0,0,1,1,0,1,0.9459203036053132,0,60.41,0,1,1,1,0,1,0,1,1
0,0.0,0.1578872639500213,180.7,19.7,0,1,0,18.07,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1.0134604598990467,0,60.41,0,0,0,0,0,1,0,0,0
0,120.75,0.25273321027971035,411.45,40.25,0,1,0,37.404545454545456,0,0,0,0,30.1875,0,0,0,0.5,0,0,1,0,1,3,0,1,0,1.0197026022304831,1,60.41,1,0,0,0,1,0,1,2,0
0,0.0,0.48416867812011927,1328.35,19.85,0,0,0,18.709154929577462,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,0.9553038475368572,1,60.41,0,0,0,0,0,1,0,0,0
0,273.0,0.3071134459747267,576.95,68.25,0,1,0,57.69500000000001,0,0,0,0,54.6,0,0,0,0.6666666666666666,0,1,0,0,0,4,1,1,0,0.9377488825680619,0,60.41,1,0,0,0,0,0,0,2,0
0,0.0,0.0671588811585972,68.45,20.15,0,1,0,13.690000000000001,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,1,0,0,0.8388480392156864,0,60.41,0,0,0,0,0,1,0,0,0
0,50.95,0.1265085900894505,123.05,50.95,0,1,0,41.016666666666666,0,0,0,0,25.475,0,0,0,0.16666666666666666,0,0,0,0,0,1,0,0,0,1.195821185617104,0,60.41,1,0,0,0,0,1,0,1,0
1,78.65,0.09108334516541247,78.65,78.65,1,1,1,39.325,1,0,0,0,39.325,0,0,0,0.16666666666666666,0,0,0,0,1,1,0,0,0,0.9874450721908349,1,60.41,0,1,0,0,1,1,1,0,1
0,0.0,0.27261110322305837,468.35,25.15,0,0,0,23.4175,0,0,0,0,0.0,0,1,0,0.0,0,1,0,0,0,0,1,0,0,0.9780724652814035,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.15547351980690047,174.7,20.25,0,1,0,21.8375,0,0,0,0,0.0,1,1,0,0.0,1,1,0,1,1,0,1,0,0,1.223817863397548,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.036419139571205454,42.9,42.9,0,1,0,21.45,1,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.9772209567198178,0,60.41,0,0,0,0,0,1,0,0,1
0,0.0,0.03769700411756354,44.0,44.0,0,1,0,22.0,1,0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0.9777777777777777,0,60.41,0,0,1,1,0,1,0,0,0
0,0.0,0.15433764021013774,172.35,20.25,0,1,0,17.235,0,0,0,0,0.0,1,1,0,0.0,1,0,1,1,1,0,0,0,0,0.9405184174624829,1,60.41,0,0,0,0,1,1,1,0,0
0,68.5,0.13389180746840834,139.35,34.25,0,1,0,34.8375,0,0,0,0,22.833333333333332,0,1,0,0.3333333333333333,0,0,0,0,0,2,0,1,0,1.343132530120482,0,60.41,1,0,0,0,0,0,0,1,1
0,292.5,0.29618060485588527,539.85,58.5,0,1,0,53.985,0,0,0,0,48.75,0,0,0,0.8333333333333334,0,0,0,0,0,5,0,1,0,1.0234123222748817,0,60.41,1,0,0,0,0,0,0,2,1
0,111.6,0.21319040181740737,300.4,55.8,0,1,0,50.06666666666666,0,0,0,0,37.199999999999996,0,0,0,0.3333333333333333,0,1,0,0,0,2,0,0,0,1.0728571428571427,0,60.41,1,0,0,0,0,0,0,2,0
1,177.8,0.8367173079653557,4968.0,88.9,1,0,1,87.15789473684211,0,0,0,1,59.26666666666667,0,0,0,0.3333333333333333,1,1,1,1,1,2,0,0,0,0.9977105675382575,1,60.41,0,1,0,0,1,0,1,0,0
0,57.65,0.40891665483458756,992.7,57.65,0,0,0,52.247368421052634,0,0,0,0,28.825,0,0,0,0.16666666666666666,0,0,0,0,1,1,0,0,0,0.9557138731106191,1,60.41,1,0,0,0,1,1,1,1,0
1,192.4,0.816555445122817,4718.25,96.2,1,0,1,94.365,1,1,0,1,64.13333333333334,0,0,1,0.3333333333333333,0,0,0,0,0,2,1,0,1,1.0007317383558156,0,60.41,0,1,1,1,0,0,0,0,1
0,395.75,0.8697998012210706,5536.5,79.15,0,0,0,77.97887323943662,0,0,1,1,65.95833333333334,0,0,0,0.8333333333333334,1,0,0,1,1,5,0,1,0,0.9990977172245782,1,60.41,1,1,0,0,0,0,0,3,0
0,540.25,0.9826778361493682,7806.6,108.05,0,0,1,106.93972602739727,0,0,1,1,90.04166666666666,0,0,0,0.8333333333333334,0,1,0,0,0,5,1,1,0,1.0033416446032442,0,60.41,0,1,0,0,0,0,0,2,0
1,74.4,0.2612523072554309,434.1,74.4,0,1,1,62.01428571428572,1,0,0,0,37.2,0,0,1,0.16666666666666666,0,0,0,0,0,1,0,0,1,0.9702726866338847,0,60.41,0,1,1,1,0,1,0,1,1
1,189.6,0.5323015760329405,1563.9,94.8,1,0,1,86.88333333333334,1,1,0,0,63.199999999999996,0,0,1,0.3333333333333333,1,0,0,1,0,2,1,0,0,0.9698003224606228,1,60.41,0,1,1,1,0,0,0,0,0
0,91.8,0.48473661791850065,1332.4,45.9,0,0,0,44.413333333333334,1,1,0,0,30.599999999999998,0,0,0,0.3333333333333333,1,0,0,1,1,2,1,0,0,1.000225208317694,1,60.41,0,0,0,0,0,0,0,0,0
1,421.2,0.29774243930143407,545.2,105.3,0,1,1,77.88571428571429,1,1,0,0,84.24,0,0,0,0.6666666666666666,1,0,0,1,1,4,1,0,0,0.8615676359039193,1,60.41,0,1,0,0,0,0,0,2,1
1,307.79999999999995,0.9175067442851058,6296.75,102.6,0,0,1,98.38671875,1,0,1,1,76.94999999999999,0,0,0,0.5,1,0,0,1,1,3,0,0,0,0.9740053829971539,1,60.41,0,1,0,0,0,0,0,1,0
1,0.0,0.4746556864972313,1284.2,73.85,1,0,1,75.54117647058824,0,0,0,0,0.0,0,0,0,0.0,1,1,0,1,1,0,1,0,0,1.0859123964146797,1,60.41,0,1,0,0,0,1,0,0,1
0,122.7,0.7400965497657248,3645.5,61.35,0,0,0,60.75833333333333,0,0,0,1,40.9,0,0,0,0.3333333333333333,0,1,1,0,0,2,1,0,0,1.0068634085039978,0,60.41,0,0,0,0,0,0,0,1,0
0,115.1,0.14759335510435895,161.45,57.55,0,1,0,40.3625,1,0,0,0,38.36666666666667,0,0,0,0.3333333333333333,0,0,0,0,0,2,0,0,0,0.9297437374028218,0,60.41,0,0,0,0,0,0,0,1,0
0,29.25,0.1804628709356808,226.95,29.25,0,1,0,25.216666666666665,0,1,0,0,14.625,0,1,0,0.16666666666666666,0,0,0,0,0,1,1,0,0,0.9657446808510638,0,60.41,0,0,0,0,0,1,0,1,0
1,84.55,0.3241516399261678,646.85,84.55,1,1,1,80.85625,1,1,0,0,42.275,0,0,1,0.16666666666666666,1,0,0,1,0,1,1,0,0,1.0910854347642742,1,60.41,0,1,1,1,0,1,0,0,1
0,0.0,0.5111458185432344,1441.65,19.6,0,0,0,20.893478260869568,0,0,1,1,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1.0808591992802519,0,60.41,0,0,0,0,0,1,0,0,0
0,558.75,0.9727388896776942,7511.3,111.75,0,0,1,108.85942028985508,0,0,1,1,93.125,0,0,0,0.8333333333333334,1,1,0,1,1,5,0,1,0,0.988328947368421,1,60.41,1,1,0,0,1,0,1,2,0
1,426.0,0.876615078801647,5621.85,106.5,0,0,1,106.07264150943396,1,1,0,1,85.2,0,0,0,0.6666666666666666,1,0,1,1,0,4,1,0,0,1.0149575735692364,1,60.41,0,1,1,1,0,0,0,2,0
0,538.5,0.9862274598892518,7919.8,107.7,0,0,1,108.4904109589041,0,0,1,1,89.75,0,0,0,0.8333333333333334,1,1,0,1,1,5,1,1,0,1.0211981329138407,1,60.41,1,1,0,0,1,0,1,2,0
0,0.0,0.31108902456339627,593.2,19.3,0,0,0,17.975757575757576,0,0,0,0,0.0,1,1,0,0.0,1,0,1,1,1,0,0,0,0,0.9589395408988038,1,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.5073122249041602,1423.65,20.05,0,0,0,19.50205479452055,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,0.9854977156306244,1,60.41,0,0,0,0,0,1,0,0,0
1,0.0,0.07347721141558995,69.95,69.95,1,1,1,34.975,0,0,0,0,0.0,0,0,0,0.0,1,1,0,1,1,0,1,0,0,0.9859055673009162,1,60.41,0,0,0,0,1,1,1,0,0
0,191.10000000000002,0.6690330824932557,2763.35,63.7,0,0,0,64.2639534883721,0,0,0,0,47.775000000000006,0,0,0,0.5,1,1,1,1,1,3,0,1,0,1.0324876700044836,1,60.41,1,0,0,0,1,0,1,1,0
0,0.0,0.337072270339344,692.1,24.75,0,0,0,26.61923076923077,0,0,0,0,0.0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1.1167406212182331,0,60.41,0,0,0,0,0,1,0,0,1
0,50.9,0.6257276728666762,2298.55,50.9,0,0,0,49.96847826086957,0,0,0,0,25.45,0,0,0,0.16666666666666666,0,1,0,0,0,1,1,0,0,1.0030765873881737,0,60.41,1,0,0,0,0,1,0,1,0
0,302.0,0.6584552037484027,2640.55,60.4,0,0,0,60.0125,0,0,0,0,50.33333333333333,0,0,0,0.8333333333333334,1,1,1,1,1,5,1,1,0,1.016299745977985,1,60.41,1,0,0,0,1,0,1,2,0
0,317.0,0.6808178333096692,2911.8,79.25,0,0,0,76.6263157894737,0,0,0,0,63.4,0,0,0,0.6666666666666666,1,0,1,1,1,4,0,0,0,0.9926872922526209,1,60.41,1,1,0,0,0,0,0,2,0
1,85.8,0.5561550475649581,1727.5,85.8,1,0,1,82.26190476190476,0,0,0,0,42.9,0,0,1,0.16666666666666666,0,1,0,0,0,1,1,0,1,1.0061153174140944,0,60.41,0,1,1,1,0,1,0,0,1
0,0.0,0.10372000567939799,86.6,24.45,0,1,0,17.32,1,1,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0.8765182186234818,0,60.41,0,0,0,0,0,1,0,0,1
0,660.5999999999999,0.9395144114723839,6705.7,110.1,0,0,1,104.7765625,0,0,1,1,94.37142857142857,0,0,0,1.0,1,1,0,1,1,6,1,1,0,0.9666152537730818,1,60.41,1,1,0,0,0,0,0,3,0
1,181.4,0.18557432912111316,237.65,90.7,1,1,1,59.4125,0,0,0,0,60.46666666666667,0,0,0,0.3333333333333333,0,0,0,0,0,2,0,0,0,0.8701940681069205,0,60.41,0,1,0,0,0,0,0,0,0
0,0.0,0.5479909129632259,1672.35,25.3,0,0,0,24.96044776119403,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,1,0,0,1.0009276993057217,1,60.41,0,0,0,0,1,1,1,0,0
1,422.8,0.6860712764446969,2979.5,105.7,0,0,1,102.74137931034483,1,1,0,0,84.56,0,0,0,0.6666666666666666,0,0,0,0,0,4,1,0,0,1.006383841113288,0,60.41,0,1,0,0,0,0,0,2,1
1,85.2,0.3379241800369161,695.75,85.2,1,1,1,77.30555555555556,1,0,0,0,42.6,0,0,1,0.16666666666666666,0,0,0,0,0,1,0,0,1,1.0192645766188104,0,60.41,0,1,1,1,0,1,0,0,0
0,0.0,0.545364191395712,1654.6,24.35,0,0,0,22.980555555555554,0,0,1,1,0.0,1,1,0,0.0,0,0,0,0,1,0,0,0,0,0.9564991184206721,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.023427516683231578,24.25,24.25,0,1,0,12.125,1,1,0,0,0.0,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0.9603960396039604,0,60.41,0,0,0,0,0,1,0,0,1
0,0.0,0.5774527900042595,1857.85,25.1,0,0,0,25.45,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,1.0274582457692731,1,60.41,0,0,0,0,1,1,1,0,0
0,109.1,0.36873491409910547,825.1,54.55,0,0,0,48.53529411764706,0,0,0,0,36.36666666666667,0,0,1,0.3333333333333333,1,1,0,1,0,2,1,0,0,0.9442664225223164,1,60.41,1,0,1,1,0,0,0,2,0
0,386.4,0.9255998864120403,6424.25,96.6,0,0,1,95.88432835820896,0,0,1,1,77.28,0,0,0,0.6666666666666666,1,0,0,1,1,4,0,1,0,1.0074726343192297,1,60.41,1,1,0,0,0,0,0,3,0
1,0.0,0.37342041743575183,837.95,76.5,1,1,1,69.82916666666667,1,1,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.99459940652819,0,60.41,0,1,0,0,0,1,0,0,1
0,405.75,0.7760897344881442,4126.2,81.15,0,0,0,79.35,0,0,0,1,67.625,0,0,0,0.8333333333333334,0,1,1,0,0,5,1,1,0,0.9967509330498954,0,60.41,1,1,0,0,0,0,0,3,0
0,77.0,0.22582706233139288,330.8,38.5,0,1,0,36.75555555555556,1,1,0,0,25.666666666666668,0,0,0,0.3333333333333333,0,0,0,0,1,2,1,0,0,1.0705501618122977,1,60.41,1,0,0,0,1,0,1,1,0
1,185.8,0.4862984523640494,1337.45,92.9,1,0,1,89.16333333333334,1,1,0,0,61.93333333333334,0,0,0,0.3333333333333333,0,0,0,0,0,2,1,0,0,1.0275430239704977,0,60.41,0,1,0,0,0,0,0,0,0
0,280.5,0.23754082067300866,362.2,93.5,0,1,1,72.44,1,1,0,0,70.125,0,0,0,0.5,0,0,0,0,0,3,1,1,0,0.9658666666666667,0,60.41,0,1,0,0,0,0,0,1,1
0,423.5,0.9014624449808321,5991.05,84.7,0,0,0,84.38098591549296,0,0,1,1,70.58333333333334,0,0,0,0.8333333333333334,0,0,0,0,0,5,0,0,0,1.0102951096121418,0,60.41,1,1,0,0,0,0,0,3,0
0,198.0,0.8304699701831606,4891.5,66.0,0,0,0,68.8943661971831,1,0,1,1,49.5,0,0,0,0.5,0,0,0,0,1,3,0,1,0,1.0585371131789656,1,60.41,1,0,0,0,1,0,1,2,0
1,304.5,0.8601448246485872,5373.1,101.5,0,0,1,97.69272727272728,0,0,0,1,76.125,0,0,0,0.5,1,1,1,1,0,3,1,0,0,0.9801349872309377,1,60.41,0,1,1,1,0,0,0,1,1
1,74.9,0.6020161862842539,2068.55,74.9,0,0,1,71.32931034482759,0,0,0,0,37.45,0,0,0,0.16666666666666666,0,1,0,0,1,1,1,0,0,0.9858688399580593,1,60.41,1,1,0,0,1,1,1,1,1
0,0.0,0.28006531307681387,487.05,20.75,0,0,0,19.482,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0.9760521042084168,0,60.41,0,0,0,0,0,1,0,0,0
0,122.9,0.776373704387335,4131.2,61.45,0,0,0,59.01714285714286,0,0,1,1,40.96666666666667,0,0,0,0.3333333333333333,1,1,0,1,1,2,1,0,0,0.9740983954445243,1,60.41,0,0,0,0,0,0,0,1,0
0,109.0,0.6260116427658668,2301.15,54.5,0,0,0,53.51511627906977,0,0,0,0,36.333333333333336,0,0,0,0.3333333333333333,1,0,0,1,1,2,0,0,0,1.0048689956331878,1,60.41,1,0,0,0,1,0,1,2,0
1,0.0,0.13020019877892944,131.65,69.6,1,1,1,43.88333333333333,1,1,0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,1,0,1,0.939015691868759,0,60.41,0,0,1,1,0,1,0,0,1
1,299.25,0.7691324719579724,4036.0,99.75,0,0,1,100.9,1,1,0,0,74.8125,0,0,1,0.5,0,0,0,0,0,3,1,0,1,1.0371988435592676,0,60.41,0,1,1,1,0,0,0,1,0
0,548.75,0.8308959250319466,4900.65,109.75,0,0,1,106.53586956521738,0,0,0,0,91.45833333333334,0,0,0,0.8333333333333334,1,1,0,1,1,5,1,1,0,0.9920846196669871,1,60.41,0,1,0,0,1,0,1,2,0
0,404.25,0.8834303563822234,5727.45,80.85,0,0,0,78.45821917808219,0,0,1,1,67.375,0,0,0,0.8333333333333334,1,1,0,1,1,5,1,1,0,0.9837260829239807,1,60.41,1,1,0,0,1,0,1,3,0
0,0.0,0.3495669459037342,743.05,20.3,0,0,0,19.0525641025641,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0.9620015535991714,0,60.41,0,0,0,0,0,1,0,0,0
0,271.2,0.822376828056226,4804.65,67.8,0,0,0,65.81712328767122,0,0,1,1,54.239999999999995,0,0,0,0.6666666666666666,1,1,0,1,1,4,1,1,0,0.9840351452095195,1,60.41,1,0,0,0,0,0,0,3,0
0,0.0,0.023143546784040892,24.05,24.05,0,1,0,12.025,0,1,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,1,0,0,0.9600798403193613,0,60.41,0,0,0,0,0,1,0,0,1
0,0.0,0.504756495811444,1414.65,19.8,0,0,0,19.378767123287673,0,0,1,1,0.0,1,1,0,0.0,1,1,0,1,1,0,1,0,0,0.9916234403476798,1,60.41,0,0,0,0,1,1,1,0,0
0,0.0,0.5122107056651994,1443.65,25.7,0,0,0,25.779464285714287,0,0,0,1,0.0,1,1,0,0.0,1,1,0,1,1,0,0,0,0,1.0206079886885826,1,60.41,0,0,0,0,0,1,0,0,0
0,224.6,0.6796819537129064,2898.95,56.15,0,0,0,55.74903846153846,1,1,0,1,44.92,0,0,0,0.6666666666666666,1,0,1,1,1,4,1,1,0,1.0119735395248983,1,60.41,0,0,0,0,1,0,1,1,0
0,520.2,0.8573051256566804,5309.5,86.7,0,0,0,82.9609375,0,0,1,1,74.31428571428572,0,0,0,1.0,0,1,0,0,0,6,1,1,0,0.9718840951108344,0,60.41,1,1,0,0,0,0,0,3,0
0,0.0,0.018387050972596904,20.4,20.4,0,1,0,10.2,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0.9532710280373832,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.26707369018884,451.55,19.65,0,0,0,18.814583333333335,0,1,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,1,0,0,0.9969091511204328,1,60.41,0,0,0,0,1,1,1,0,0
0,50.55,0.053741303421837285,50.55,50.55,0,1,0,25.275,1,0,0,0,25.275,0,0,0,0.16666666666666666,0,0,0,0,0,1,0,0,0,0.9806013579049466,0,60.41,0,0,0,0,0,1,0,1,1
0,54.35,0.12423683089592504,117.05,54.35,0,1,0,39.016666666666666,0,1,0,0,27.175,0,0,0,0.16666666666666666,0,0,0,0,0,1,1,1,0,1.0670009115770283,0,60.41,0,0,0,0,0,1,0,0,0
1,540.5,0.891523498509158,5839.3,108.1,0,0,1,110.17547169811321,0,0,0,1,90.08333333333333,0,0,1,0.8333333333333334,0,1,0,0,0,5,0,0,1,1.0386147771335066,0,60.41,1,1,1,1,0,0,0,3,0
0,54.45,0.5827062331392873,1893.5,54.45,0,0,0,51.17567567567568,0,0,0,0,27.225,0,0,0,0.16666666666666666,0,0,1,0,0,1,0,0,0,0.9654803181725474,0,60.41,1,0,0,0,0,1,0,1,0
0,0.0,0.0440153343745563,45.35,45.35,0,1,0,22.675,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.9784250269687162,0,60.41,0,0,0,0,0,1,0,0,0
0,118.0,0.5452222064461167,1654.45,59.0,0,0,0,57.050000000000004,0,0,0,0,39.333333333333336,0,0,0,0.3333333333333333,0,0,1,0,0,2,0,0,0,1.0008771929824563,0,60.41,1,0,0,0,0,0,0,2,0
0,277.8,0.2767286667613233,477.05,69.45,0,1,0,59.63125,1,0,0,0,55.56,0,0,0,0.6666666666666666,1,0,1,1,1,4,0,0,0,0.979267166170584,1,60.41,1,0,0,0,1,0,1,3,0
1,301.65,0.50518245066023,1415.55,100.55,0,0,1,94.36999999999999,1,1,0,0,75.4125,0,0,0,0.5,0,0,0,0,0,3,1,0,0,1.0048626393128415,0,60.41,0,1,0,0,0,0,0,1,1
0,389.70000000000005,0.8064745137015477,4546.0,64.95,0,0,0,62.273972602739725,0,0,1,1,55.67142857142857,0,0,0,1.0,1,1,0,1,0,6,1,1,0,0.9719074699619445,1,60.41,1,0,1,1,0,0,0,3,0
0,0.0,0.01966491551895499,20.5,20.5,0,1,0,10.25,0,1,0,0,0.0,1,1,0,0.0,1,0,0,1,1,0,1,0,0,0.9534883720930233,1,60.41,0,0,0,0,1,1,1,0,1
0,0.0,0.1489422121255147,163.2,18.85,0,1,0,14.836363636363636,0,0,0,0,0.0,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0.8612137203166226,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.37604713900326564,849.9,19.8,0,0,0,19.765116279069765,0,0,0,0,0.0,1,1,0,0.0,0,1,1,0,0,0,0,0,0,1.0207782848907037,0,60.41,0,0,0,0,0,1,0,0,0
0,0.0,0.1625727672866676,189.95,25.05,0,1,0,23.74375,0,0,0,0,0.0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,1.0771193648993478,0,60.41,0,0,0,0,0,1,0,0,0
1,74.8,0.22234843106630697,321.9,74.8,0,1,1,64.38,0,0,0,0,37.4,0,0,0,0.16666666666666666,0,1,0,0,0,1,1,0,0,1.0722851432378413,0,60.41,0,1,0,0,0,1,0,1,1
0,685.8,0.9903450234275167,8058.55,114.3,0,0,1,110.39109589041097,0,0,1,1,97.97142857142858,0,0,0,1.0,1,1,0,1,1,6,1,1,0,0.9790962991762447,1,60.41,1,1,0,0,1,0,1,3,0
0,0.0,0.27836149368166974,482.8,24.45,0,0,0,22.99047619047619,1,1,0,0,0.0,0,1,0,0.0,1,0,0,1,1,0,1,0,0,0.9853061224489796,1,60.41,0,0,0,0,0,1,0,0,1
0,655.2,0.9558426806758483,7049.75,109.2,0,0,1,110.15234375,0,0,1,1,93.6,0,0,0,1.0,0,1,0,0,0,6,0,1,0,1.0245836118943115,0,60.41,1,1,0,0,0,0,0,3,0
0,180.2,0.6509300014198495,2560.1,45.05,0,0,0,44.9140350877193,0,0,0,1,36.04,0,0,0,0.6666666666666666,0,1,0,0,0,4,0,1,0,1.0143830731436723,0,60.41,1,0,0,0,0,0,0,3,0
