tenure,Churn_binary,MonthlyCharges,Contract,InternetService,is_month_to_month,is_new_customer,is_high_charger,service_adoption_score,base_risk_score,advanced_risk_score,has_fiber,fiber_no_security,charge_per_service
3,0,20.25,One year,No,0,1,0,0,5,5.0,0,0,20.25
22,1,69.5,One year,DSL,0,0,0,3,0,0.0,0,0,17.375
40,0,106.0,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.2
68,0,25.5,Two year,No,0,0,0,0,2,2.0,0,0,25.5
54,1,104.3,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.86
50,0,79.6,Two year,DSL,0,0,0,4,1,2.0,0,0,15.919999999999998
1,0,55.25,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,27.625
72,0,88.05,Two year,DSL,0,0,0,6,0,0.0,0,0,12.578571428571427
40,0,20.4,One year,No,0,0,0,0,2,2.0,0,0,20.4
72,0,117.6,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.8
6,0,20.0,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.0
5,0,19.65,Month-to-month,No,1,1,0,0,7,7.0,0,0,19.65
48,0,70.55,One year,DSL,0,0,0,3,0,0.0,0,0,17.6375
1,1,93.85,Month-to-month,Fiber optic,1,1,1,2,7,11.5,1,1,31.28333333333333
64,0,65.8,One year,DSL,0,0,0,3,1,1.0,0,0,16.45
17,0,20.05,One year,No,0,0,0,0,2,2.0,0,0,20.05
40,0,80.0,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,26.666666666666668
41,0,35.4,One year,DSL,0,0,0,2,0,0.0,0,0,11.799999999999999
51,0,79.6,One year,Fiber optic,0,0,0,1,2,2.0,1,0,39.8
41,0,80.25,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,40.125
1,1,50.45,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,25.225
2,0,20.45,Month-to-month,No,1,1,0,0,8,9.0,0,0,20.45
68,0,79.6,One year,Fiber optic,0,0,0,2,0,0.0,1,0,26.53333333333333
24,0,24.7,Two year,No,0,0,0,0,3,3.0,0,0,24.7
70,0,77.3,Two year,DSL,0,0,0,4,0,0.0,0,0,15.459999999999999
3,0,29.75,Month-to-month,DSL,1,1,0,1,8,9.0,0,0,14.875
2,0,44.9,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,44.9
3,0,29.8,Month-to-month,DSL,1,1,0,1,7,7.0,0,0,14.9
7,1,74.65,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,18.6625
13,0,71.95,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.9875
7,0,20.75,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.75
12,0,56.3,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,28.15
53,0,105.25,One year,Fiber optic,0,0,1,4,2,4.5,1,0,21.05
12,1,94.2,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,31.400000000000002
63,0,19.55,Two year,No,0,0,0,0,3,3.0,0,0,19.55
15,0,84.45,Month-to-month,DSL,1,0,0,6,4,4.0,0,0,12.064285714285715
36,0,53.65,One year,DSL,0,0,0,2,1,1.0,0,0,17.883333333333333
4,0,29.9,Month-to-month,DSL,1,1,0,1,8,10.5,0,0,14.95
24,0,19.7,Two year,No,0,0,0,0,3,3.0,0,0,19.7
61,0,43.7,One year,DSL,0,0,0,4,0,0.0,0,0,8.74
16,0,55.3,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,27.65
65,0,19.85,Two year,No,0,0,0,0,2,2.0,0,0,19.85
26,0,19.65,Two year,No,0,0,0,0,2,2.0,0,0,19.65
16,0,49.45,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,24.725
54,1,106.55,One year,Fiber optic,0,0,1,4,1,2.5,1,0,21.31
1,1,20.1,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.1
5,0,20.45,Two year,No,0,1,0,0,5,5.0,0,0,20.45
19,0,39.7,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,13.233333333333334
10,0,54.5,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,27.25
23,1,83.8,Month-to-month,Fiber optic,1,0,0,3,4,4.0,1,0,20.95
3,1,55.15,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,27.575
72,0,111.6,Two year,Fiber optic,0,0,1,5,1,2.5,1,0,18.599999999999998
10,1,86.65,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,43.325
10,0,55.55,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,18.516666666666666
11,0,20.55,One year,No,0,0,0,0,3,4.0,0,0,20.55
37,1,106.75,Month-to-month,Fiber optic,1,0,1,4,4,7.0,1,0,21.35
17,0,62.1,One year,DSL,0,0,0,2,1,2.0,0,0,20.7
36,0,104.5,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.9
17,0,101.8,Month-to-month,Fiber optic,1,0,1,4,5,9.0,1,0,20.36
66,0,110.6,One year,Fiber optic,0,0,1,5,1,2.5,1,0,18.433333333333334
61,0,84.9,One year,DSL,0,0,0,6,0,0.0,0,0,12.12857142857143
22,0,93.2,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,23.3
1,0,24.4,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,24.4
6,0,70.55,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,70.55
31,1,78.45,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,26.150000000000002
68,0,85.0,Two year,DSL,0,0,0,6,0,0.0,0,0,12.142857142857142
34,1,87.45,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,29.150000000000002
52,0,85.8,Month-to-month,Fiber optic,1,0,0,3,3,3.0,1,0,21.45
10,0,91.1,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,22.775
29,1,70.75,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,70.75
72,0,20.1,Two year,No,0,0,0,0,2,2.0,0,0,20.1
47,0,20.05,One year,No,0,0,0,0,3,3.0,0,0,20.05
24,0,74.8,One year,DSL,0,0,0,3,1,1.0,0,0,18.7
65,0,24.8,One year,No,0,0,0,0,2,2.0,0,0,24.8
4,0,100.85,Month-to-month,Fiber optic,1,1,1,3,7,11.5,1,1,25.2125
12,1,101.35,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,25.3375
1,1,81.7,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,40.85
33,1,68.25,Month-to-month,Fiber optic,1,0,0,0,6,8.0,1,1,68.25
34,0,105.1,Month-to-month,Fiber optic,1,0,1,5,5,7.5,1,0,17.516666666666666
14,0,20.4,Two year,No,0,0,0,0,3,3.0,0,0,20.4
4,1,79.15,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,39.575
13,0,20.0,One year,No,0,0,0,0,3,3.0,0,0,20.0
65,0,79.4,Two year,DSL,0,0,0,4,0,0.0,0,0,15.88
23,0,57.2,One year,DSL,0,0,0,2,0,0.0,0,0,19.066666666666666
55,0,58.6,Two year,DSL,0,0,0,3,1,1.0,0,0,14.65
49,0,94.8,Two year,Fiber optic,0,0,1,3,2,4.5,1,0,23.7
60,0,102.5,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.5
69,0,20.35,One year,No,0,0,0,0,2,2.0,0,0,20.35
40,0,84.9,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,42.45
67,0,69.2,Two year,DSL,0,0,0,4,0,0.0,0,0,13.84
35,1,95.45,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,31.816666666666666
19,1,100.95,One year,Fiber optic,0,0,1,3,2,6.5,1,1,25.2375
13,0,20.85,Two year,No,0,0,0,0,3,3.0,0,0,20.85
41,0,88.5,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,29.5
4,0,35.0,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,11.666666666666666
24,0,55.15,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,18.383333333333333
5,0,50.95,Month-to-month,DSL,1,1,0,3,5,5.0,0,0,12.7375
5,0,64.0,Month-to-month,DSL,1,1,0,2,6,7.0,0,0,21.333333333333332
1,1,69.1,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.1
72,0,80.2,Two year,DSL,0,0,0,5,0,0.0,0,0,13.366666666666667
24,0,49.3,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,24.65
42,0,84.35,Two year,DSL,0,0,0,5,0,0.0,0,0,14.058333333333332
4,0,20.05,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.05
68,0,117.2,One year,Fiber optic,0,0,1,6,1,2.5,1,0,16.742857142857144
33,0,20.1,One year,No,0,0,0,0,3,3.0,0,0,20.1
1,1,69.6,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,69.6
31,1,103.45,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.69
4,1,77.95,Month-to-month,Fiber optic,1,1,0,1,7,7.0,1,0,38.975
69,0,109.95,Two year,Fiber optic,0,0,1,5,2,4.5,1,0,18.325
38,0,94.75,Month-to-month,Fiber optic,1,0,1,2,5,10.0,1,1,31.583333333333332
3,0,80.0,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,26.666666666666668
48,0,79.65,Two year,DSL,0,0,0,4,1,1.0,0,0,15.930000000000001
15,0,25.2,Two year,No,0,0,0,0,3,3.0,0,0,25.2
25,0,19.9,One year,No,0,0,0,0,2,2.0,0,0,19.9
1,1,78.45,Month-to-month,Fiber optic,1,1,0,1,8,11.5,1,1,39.225
48,0,44.8,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,11.2
1,0,20.3,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.3
1,0,19.2,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.2
37,0,80.05,One year,Fiber optic,0,0,0,2,1,1.0,1,0,26.683333333333334
66,0,107.35,One year,Fiber optic,0,0,1,5,1,2.5,1,0,17.891666666666666
26,0,47.85,One year,DSL,0,0,0,4,0,0.0,0,0,9.57
63,0,70.8,One year,DSL,0,0,0,4,0,0.0,0,0,14.16
10,1,29.5,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,14.75
2,1,70.75,Month-to-month,DSL,1,1,0,3,6,7.0,0,0,17.6875
18,0,59.1,Month-to-month,DSL,1,0,0,2,3,4.5,0,0,19.7
64,0,25.55,Two year,No,0,0,0,0,3,3.0,0,0,25.55
9,1,84.45,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,42.225
28,0,20.25,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.25
1,0,75.55,Month-to-month,Fiber optic,1,1,0,1,8,8.0,1,0,37.775
4,1,85.65,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,42.825
38,1,70.15,One year,DSL,0,0,0,4,0,0.0,0,0,14.030000000000001
66,0,95.3,One year,Fiber optic,0,0,1,3,2,3.5,1,0,23.825
1,0,70.25,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,70.25
18,0,50.3,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,25.15
51,1,97.8,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,24.45
0,0,19.85,Two year,No,0,1,0,0,5,5.0,0,0,19.85
1,1,46.3,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,46.3
12,0,19.35,Two year,No,0,0,0,0,2,2.0,0,0,19.35
41,1,106.3,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,21.259999999999998
12,0,25.0,Month-to-month,No,1,0,0,0,6,6.0,0,0,25.0
55,0,20.3,Two year,No,0,0,0,0,3,3.0,0,0,20.3
7,0,75.35,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,75.35
12,1,89.4,Month-to-month,Fiber optic,1,0,0,3,4,5.0,1,0,22.35
68,0,88.0,Two year,DSL,0,0,0,6,0,0.0,0,0,12.571428571428571
5,1,83.15,Month-to-month,Fiber optic,1,1,0,1,7,10.5,1,1,41.575
49,0,43.8,Month-to-month,DSL,1,0,0,0,6,7.5,0,0,43.8
40,0,62.05,One year,DSL,0,0,0,5,0,0.0,0,0,10.341666666666667
16,0,20.1,One year,No,0,0,0,0,2,2.0,0,0,20.1
10,1,74.15,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.15
72,0,101.35,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.27
2,0,84.05,Month-to-month,Fiber optic,1,1,0,1,8,12.5,1,1,42.025
23,0,20.9,Two year,No,0,0,0,0,3,3.0,0,0,20.9
71,0,105.9,One year,Fiber optic,0,0,1,4,2,4.5,1,0,21.18
11,1,99.5,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,24.875
1,1,44.15,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,44.15
16,1,53.9,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,17.966666666666665
1,1,85.45,Month-to-month,Fiber optic,1,1,0,1,8,11.0,1,1,42.725
12,0,85.05,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,28.349999999999998
54,0,44.1,One year,DSL,0,0,0,3,0,0.0,0,0,11.025
68,0,90.2,Two year,Fiber optic,0,0,1,3,1,2.5,1,0,22.55
4,1,50.85,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,50.85
1,1,59.2,Month-to-month,DSL,1,1,0,2,6,6.0,0,0,19.733333333333334
27,0,53.45,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,17.816666666666666
21,0,19.95,Month-to-month,No,1,0,0,0,6,7.0,0,0,19.95
13,1,83.2,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,27.733333333333334
64,0,74.65,Month-to-month,DSL,1,0,0,4,3,4.5,0,0,14.930000000000001
1,1,54.9,Month-to-month,DSL,1,1,0,2,6,7.0,0,0,18.3
57,0,57.5,Two year,DSL,0,0,0,5,0,0.0,0,0,9.583333333333334
21,1,103.9,Month-to-month,Fiber optic,1,0,1,4,5,7.5,1,0,20.78
19,0,19.65,Two year,No,0,0,0,0,3,3.0,0,0,19.65
31,0,93.8,One year,Fiber optic,0,0,1,3,2,4.5,1,0,23.45
52,0,89.25,Two year,DSL,0,0,0,6,1,2.0,0,0,12.75
46,0,94.15,One year,Fiber optic,0,0,1,3,2,4.5,1,0,23.5375
11,0,55.6,Month-to-month,DSL,1,0,0,1,6,8.5,0,0,27.8
53,0,48.7,Month-to-month,DSL,1,0,0,4,3,3.0,0,0,9.74
11,1,19.25,Month-to-month,No,1,0,0,0,6,7.0,0,0,19.25
57,0,104.9,Month-to-month,Fiber optic,1,0,1,4,4,7.0,1,0,20.98
2,1,75.45,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,75.45
2,1,54.85,Month-to-month,DSL,1,1,0,2,6,7.5,0,0,18.283333333333335
71,0,19.9,Two year,No,0,0,0,0,2,2.0,0,0,19.9
1,0,19.4,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.4
68,0,25.05,Two year,No,0,0,0,0,2,2.0,0,0,25.05
72,0,84.45,Two year,DSL,0,0,0,6,1,1.0,0,0,12.064285714285715
2,0,19.3,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.3
1,1,95.1,Month-to-month,Fiber optic,1,1,1,2,7,13.0,1,1,31.7
41,0,79.85,One year,DSL,0,0,0,5,0,0.0,0,0,13.308333333333332
72,0,25.55,Two year,No,0,0,0,0,2,2.0,0,0,25.55
6,1,75.5,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,75.5
4,1,73.75,Month-to-month,Fiber optic,1,1,0,1,8,9.0,1,0,36.875
12,1,96.05,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,32.016666666666666
58,0,68.4,One year,DSL,0,0,0,3,1,2.0,0,0,17.1
7,0,20.65,Month-to-month,No,1,0,0,0,6,6.0,0,0,20.65
65,0,55.15,Month-to-month,DSL,1,0,0,2,4,5.0,0,0,18.383333333333333
1,0,70.6,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,70.6
56,0,19.95,One year,No,0,0,0,0,2,2.0,0,0,19.95
4,0,19.0,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.0
58,0,44.1,One year,DSL,0,0,0,0,3,4.0,0,0,44.1
62,0,107.6,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,21.52
26,0,61.55,One year,DSL,0,0,0,2,1,1.0,0,0,20.516666666666666
62,0,90.7,Month-to-month,Fiber optic,1,0,1,3,4,5.5,1,0,22.675
58,0,99.25,One year,Fiber optic,0,0,1,4,1,2.5,1,0,19.85
68,0,91.7,Two year,DSL,0,0,1,6,2,3.0,0,0,13.1
61,0,100.7,One year,Fiber optic,0,0,1,4,1,2.5,1,0,20.14
42,0,78.45,Two year,DSL,0,0,0,4,0,0.0,0,0,15.690000000000001
18,0,84.3,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,42.15
56,0,19.55,Two year,No,0,0,0,0,2,2.0,0,0,19.55
4,1,88.95,Month-to-month,Fiber optic,1,1,0,2,6,7.0,1,0,29.650000000000002
4,0,20.45,Month-to-month,No,1,1,0,0,7,7.0,0,0,20.45
35,0,55.6,One year,DSL,0,0,0,2,0,0.0,0,0,18.533333333333335
64,0,86.8,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,28.933333333333334
31,0,20.95,One year,No,0,0,0,0,3,3.0,0,0,20.95
67,0,20.05,Two year,No,0,0,0,0,2,2.0,0,0,20.05
4,1,50.7,Month-to-month,DSL,1,1,0,1,7,7.0,0,0,25.35
70,0,113.65,Two year,Fiber optic,0,0,1,6,2,4.5,1,0,16.235714285714288
3,1,53.4,Month-to-month,DSL,1,1,0,1,7,7.0,0,0,26.7
53,1,101.9,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,25.475
2,0,59.5,Two year,DSL,0,1,0,3,3,3.0,0,0,14.875
29,0,87.8,Month-to-month,Fiber optic,1,0,0,2,3,5.0,1,1,29.266666666666666
47,0,41.9,Two year,DSL,0,0,0,3,1,1.0,0,0,10.475
68,1,83.0,One year,Fiber optic,0,0,0,1,3,6.0,1,1,41.5
12,0,69.85,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.4625
8,0,56.3,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,18.766666666666666
54,0,109.55,Month-to-month,Fiber optic,1,0,1,5,5,6.5,1,0,18.258333333333333
69,0,92.15,Two year,Fiber optic,0,0,1,3,2,4.5,1,0,23.0375
26,0,69.5,Month-to-month,DSL,1,0,0,3,3,3.0,0,0,17.375
72,0,97.0,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,19.4
70,0,58.35,Two year,DSL,0,0,0,5,0,0.0,0,0,9.725
1,1,50.6,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,25.3
10,1,89.5,Month-to-month,Fiber optic,1,0,0,2,4,7.0,1,1,29.833333333333332
28,0,70.4,One year,Fiber optic,0,0,0,0,2,4.0,1,1,70.4
1,1,69.8,Month-to-month,Fiber optic,1,1,0,0,8,11.0,1,1,69.8
21,0,94.3,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,31.433333333333334
51,1,93.8,Month-to-month,Fiber optic,1,0,1,3,4,7.0,1,0,23.45
53,0,19.55,One year,No,0,0,0,0,2,2.0,0,0,19.55
53,0,95.95,One year,Fiber optic,0,0,1,4,2,3.5,1,0,19.19
24,1,101.05,Month-to-month,Fiber optic,1,0,1,3,5,7.5,1,0,25.2625
70,0,94.8,Two year,DSL,0,0,1,6,1,1.0,0,0,13.542857142857143
61,0,107.75,One year,Fiber optic,0,0,1,5,2,4.5,1,0,17.958333333333332
11,0,54.6,One year,DSL,0,0,0,2,1,2.0,0,0,18.2
2,0,71.3,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,71.3
25,0,19.5,One year,No,0,0,0,0,2,2.0,0,0,19.5
41,0,56.3,One year,DSL,0,0,0,1,2,2.0,0,0,28.15
18,1,94.7,Month-to-month,Fiber optic,1,0,1,2,5,9.5,1,1,31.566666666666666
72,1,104.15,Two year,Fiber optic,0,0,1,4,1,2.5,1,0,20.830000000000002
71,0,90.55,Two year,DSL,0,0,1,6,1,1.0,0,0,12.935714285714285
34,0,60.8,One year,DSL,0,0,0,3,1,2.0,0,0,15.2
29,0,98.8,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,19.759999999999998
40,0,98.15,One year,Fiber optic,0,0,1,5,1,2.5,1,0,16.358333333333334
36,0,35.35,One year,DSL,0,0,0,2,1,1.0,0,0,11.783333333333333
46,0,103.15,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.630000000000003
58,0,107.75,One year,Fiber optic,0,0,1,5,2,4.5,1,0,17.958333333333332
39,0,81.4,One year,Fiber optic,0,0,0,1,2,2.0,1,0,40.7
4,1,61.45,Month-to-month,DSL,1,1,0,2,5,5.0,0,0,20.483333333333334
52,0,95.7,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.925
70,0,104.8,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.96
65,0,70.95,One year,Fiber optic,0,0,0,0,2,4.0,1,1,70.95
1,0,44.95,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,44.95
70,0,97.65,One year,Fiber optic,0,0,1,3,2,4.5,1,0,24.4125
29,0,35.65,Month-to-month,DSL,1,0,0,2,4,6.5,0,0,11.883333333333333
1,1,90.55,Month-to-month,Fiber optic,1,1,1,2,7,11.5,1,1,30.183333333333334
67,0,85.25,Two year,DSL,0,0,0,5,1,2.0,0,0,14.208333333333334
1,0,19.5,Month-to-month,No,1,1,0,0,8,9.0,0,0,19.5
26,1,88.8,Month-to-month,Fiber optic,1,0,0,2,3,5.0,1,1,29.599999999999998
30,0,25.1,Two year,No,0,0,0,0,3,4.0,0,0,25.1
48,0,100.05,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,20.009999999999998
55,0,55.7,Month-to-month,DSL,1,0,0,2,4,4.0,0,0,18.566666666666666
7,1,85.2,Month-to-month,Fiber optic,1,0,0,1,6,9.0,1,1,42.6
37,0,91.15,Month-to-month,Fiber optic,1,0,1,2,5,7.5,1,0,30.383333333333336
31,0,83.85,Month-to-month,Fiber optic,1,0,0,2,3,3.0,1,0,27.95
4,0,45.9,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.9
72,0,25.1,Two year,No,0,0,0,0,2,2.0,0,0,25.1
5,1,91.4,Month-to-month,Fiber optic,1,1,1,2,7,13.0,1,1,30.46666666666667
1,0,19.7,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.7
15,0,91.5,Month-to-month,Fiber optic,1,0,1,2,5,11.0,1,1,30.5
8,0,51.3,Month-to-month,DSL,1,0,0,1,5,5.0,0,0,25.65
35,0,21.1,One year,No,0,0,0,0,3,3.0,0,0,21.1
56,0,104.75,Month-to-month,Fiber optic,1,0,1,4,5,8.0,1,0,20.95
42,1,106.15,Month-to-month,Fiber optic,1,0,1,4,4,5.5,1,0,21.23
65,0,85.75,Month-to-month,Fiber optic,1,0,0,2,4,6.5,1,0,28.583333333333332
2,0,20.3,One year,No,0,1,0,0,5,5.0,0,0,20.3
65,0,100.75,One year,Fiber optic,0,0,1,3,2,4.5,1,0,25.1875
18,0,74.15,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,74.15
23,0,78.55,One year,DSL,0,0,0,4,1,2.0,0,0,15.709999999999999
4,1,45.3,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,45.3
70,0,19.85,Two year,No,0,0,0,0,2,2.0,0,0,19.85
4,0,50.7,Month-to-month,DSL,1,1,0,0,8,8.0,0,0,50.7
19,0,45.0,Month-to-month,DSL,1,0,0,0,5,5.0,0,0,45.0
18,0,77.8,Month-to-month,Fiber optic,1,0,0,2,4,4.0,1,0,25.933333333333334
38,0,83.45,Month-to-month,Fiber optic,1,0,0,2,4,6.5,1,0,27.816666666666666
2,1,73.25,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,73.25
47,0,94.8,One year,Fiber optic,0,0,1,3,1,2.5,1,0,23.7
52,0,20.1,Two year,No,0,0,0,0,2,2.0,0,0,20.1
9,0,59.9,Month-to-month,DSL,1,0,0,1,6,6.0,0,0,29.95
26,0,90.1,One year,DSL,0,0,1,6,1,1.0,0,0,12.87142857142857
8,1,51.05,Month-to-month,DSL,1,0,0,1,6,7.0,0,0,25.525
44,0,70.95,One year,DSL,0,0,0,4,1,2.0,0,0,14.190000000000001
3,0,29.2,Month-to-month,DSL,1,1,0,1,8,8.0,0,0,14.6
2,0,46.6,Month-to-month,DSL,1,1,0,0,7,7.0,0,0,46.6
9,1,85.35,Month-to-month,Fiber optic,1,0,0,1,5,7.0,1,1,42.675
1,1,75.35,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,75.35
25,0,74.3,Month-to-month,Fiber optic,1,0,0,1,5,5.0,1,0,37.15
2,0,69.3,Month-to-month,Fiber optic,1,1,0,0,8,12.5,1,1,69.3
43,1,75.2,Month-to-month,Fiber optic,1,0,0,1,6,7.0,1,0,37.6
1,1,20.9,Month-to-month,No,1,1,0,0,8,8.0,0,0,20.9
58,0,94.3,One year,Fiber optic,0,0,1,3,2,4.5,1,0,23.575
59,0,76.45,Two year,DSL,0,0,0,4,1,2.0,0,0,15.290000000000001
44,0,54.0,One year,DSL,0,0,0,4,1,2.0,0,0,10.8
66,0,104.25,One year,Fiber optic,0,0,1,4,2,4.5,1,0,20.85
68,0,19.95,Two year,No,0,0,0,0,2,2.0,0,0,19.95
9,0,24.95,Month-to-month,DSL,1,0,0,0,6,7.0,0,0,24.95
19,0,84.75,Month-to-month,Fiber optic,1,0,0,2,4,5.0,1,0,28.25
4,0,19.75,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.75
70,0,113.65,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.235714285714288
1,0,44.9,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,44.9
8,0,75.25,Month-to-month,Fiber optic,1,0,0,0,6,9.0,1,1,75.25
53,0,24.6,Two year,No,0,0,0,0,3,3.0,0,0,24.6
51,0,25.0,One year,No,0,0,0,0,2,2.0,0,0,25.0
11,0,20.95,Month-to-month,No,1,0,0,0,5,5.0,0,0,20.95
60,0,110.6,Two year,Fiber optic,0,0,1,5,2,4.5,1,0,18.433333333333334
17,0,55.5,Month-to-month,DSL,1,0,0,2,3,3.0,0,0,18.5
3,1,43.3,Month-to-month,DSL,1,1,0,0,8,9.0,0,0,43.3
70,1,109.5,One year,Fiber optic,0,0,1,6,1,2.5,1,0,15.642857142857142
1,0,19.45,Month-to-month,No,1,1,0,0,8,8.0,0,0,19.45
43,0,84.85,Month-to-month,Fiber optic,1,0,0,1,6,10.5,1,1,42.425
16,0,19.6,Month-to-month,No,1,0,0,0,6,6.0,0,0,19.6
57,0,53.45,One year,DSL,0,0,0,2,1,1.0,0,0,17.816666666666666
37,0,19.8,One year,No,0,0,0,0,2,2.0,0,0,19.8
72,0,112.1,Two year,Fiber optic,0,0,1,6,1,2.5,1,0,16.014285714285712
11,1,84.8,Month-to-month,Fiber optic,1,0,0,1,5,8.5,1,1,42.4
50,1,95.05,Month-to-month,Fiber optic,1,0,1,3,5,9.0,1,0,23.7625
5,1,50.35,Month-to-month,DSL,1,1,0,1,8,9.5,0,0,25.175
1,1,74.6,Month-to-month,Fiber optic,1,1,0,0,7,9.0,1,1,74.6
16,1,19.7,Month-to-month,No,1,0,0,0,6,7.0,0,0,19.7
2,0,74.2,Month-to-month,Fiber optic,1,1,0,1,8,10.5,1,0,37.1
17,0,69.0,Month-to-month,DSL,1,0,0,3,4,5.0,0,0,17.25
